date,BCOMCL_INDX,BCOMGC_INDX,BCOMHG_INDX,BCOMNG_INDX,Brent_Crude_Oil,CLI_Comp_Business_Situation_DEU,CLI_Comp_Business_Situation_KOR,CLI_Comp_Business_Situation_USA,CLI_Comp_Cars_Registrations_Or_Sales_IND,CLI_Comp_Consumer_Confidence_DEU,CLI_Comp_Consumer_Confidence_GBR,CLI_Comp_Consumer_Confidence_USA,CLI_Comp_Demand_Or_Orders_Inflow_Tendency_DEU,CLI_Comp_Export_Orders_Tendency_DEU,CLI_Comp_Finished_Goods_Stocks_Tendency_DEU,CLI_Comp_Interest_Rate_Spread_DEU,CLI_Comp_Interest_Rate_Spread_USA,CLI_Comp_Production_Tendency_GBR,CLI_Comp_Sales_Expectations_JPN,CLI_Comp_Services_Demand_Expectations_DEU,CLI_Comp_Share_Prices_GBR,CLI_Comp_Share_Prices_IND,CLI_Comp_Share_Prices_JPN,CLI_Comp_Share_Prices_KOR,CLI_Comp_Share_Prices_USA,CLI_Comp_Short_Term_Interest_Rate_GBR,CLI_Comp_Short_Term_Interest_Rate_IND,CPI_Energy_Seasonally_Adjusted_USA,CPI_Index_Seasonally_Adjusted_USA,Composite_Leading_Indicator_CHN,Composite_Leading_Indicator_DEU,Composite_Leading_Indicator_GBR,Composite_Leading_Indicator_IND,Composite_Leading_Indicator_JPN,Composite_Leading_Indicator_KOR,Composite_Leading_Indicator_USA,DJI_INDX,DXY_INDX,Fed_Fund_Effective_USA,GSPC_INDX,IXIC_INDX,Kilian_Global_Economy_Index_WORLD,NYA_INDX,PPI_Manufacturing_Sector_USA,PPI_Mining_Sector_USA,USDEUR_FOREX,WTI_Crude_Oil,XAX_INDX,high_temperature,low_temperature,Natural_Gas_US_Henry_Hub_Gas
2019-11-30,81.4993,168.85,246.09,215.191,64.5,98.2679,99.4945,98.4359,99.3623,100.221,100.286,101.469,98.3244,98.1467,101.617,99.5398,98.9961,98.2329,98.9162,101.092,99.8283,99.2308,99.5023,99.0164,99.8577,104.655,100.171,217.228,257.803,98.0184,98.7569,97.6446,99.8752,99.2849,98.7061,98.9809,28051.4,98.273,1.55,3140.98,8665.47,-8.7899,13545.2,196.5,169.6,0.9075,58.12,2447.01,72.0,21.0,2.62524
2019-12-31,90.3776,174.63,258.62,208.495,67.77,98.249,99.2916,98.396,99.2742,100.177,100.45,101.603,98.4352,98.1856,101.536,99.5655,99.128,98.2344,98.5942,101.285,100.038,99.0932,99.5699,98.9763,99.9157,104.23,99.9869,221.757,258.616,98.0682,98.8339,97.926,99.8216,99.0899,98.7956,99.0579,28538.4,96.389,1.55,3230.78,8972.6,-11.6518,13913.0,196.4,170.6,0.8917,61.14,2552.56,63.0,15.1,2.28273
2020-01-31,76.6804,181.32,232.73,177.868,57.77,98.225,98.9909,98.3687,99.1966,100.079,100.563,101.625,98.5752,98.1991,101.447,99.5702,99.2413,98.237,98.2272,101.282,100.202,98.9575,99.578,98.8976,99.9121,103.456,99.8,219.917,259.037,98.1858,98.8618,98.3136,99.7786,98.8572,98.8582,99.0926,28256.0,97.39,1.55,3225.52,9150.94,-79.4526,13614.1,196.6,166.2,0.9013,51.58,2431.41,73.0,14.0,2.03391
2020-02-29,66.1824,178.9,234.15,159.217,51.31,98.1796,98.5937,98.3279,99.1288,99.9137,100.605,101.512,98.7452,98.2004,101.387,99.5553,99.3493,98.2363,97.8186,101.062,100.31,98.8334,99.5307,98.7882,99.8292,102.354,99.6099,214.991,259.248,83.474,98.8189,98.7965,99.7486,98.5935,98.9088,99.0545,25409.4,98.132,1.58,2954.22,8567.37,-121.278,12381.0,195.1,154.7,0.9068,44.83,2213.7,64.0,12.0,1.845
2020-03-31,30.1606,181.97,205.39,150.76,14.85,97.0447,98.1813,98.3,91.8604,99.6975,100.574,101.288,98.965,96.0001,101.373,99.534,99.4694,98.2436,97.3915,93.0407,97.6119,98.7331,97.9049,98.6883,96.7536,101.048,99.4185,201.747,258.124,88.0548,95.9954,95.6827,88.7153,98.0086,98.9657,97.6485,21917.2,99.048,0.65,2584.59,7700.1,-94.156,10301.9,192.3,136.8,0.9064,20.51,1537.0,72.0,19.0,1.73318
2020-04-30,22.9195,193.1,214.9,170.051,18.11,94.9444,97.8799,98.3491,84.1706,97.2474,96.9266,97.2703,94.043,92.1459,102.804,99.5194,99.5902,90.7745,95.1262,85.555,97.138,98.6697,98.0426,98.6657,96.8623,99.7149,99.2305,183.034,256.092,91.3813,90.7572,87.1779,69.4026,97.4411,99.0543,92.7332,24345.7,99.016,0.05,2912.43,8889.55,-83.2296,11372.3,186.1,120.6,0.9125,19.23,1939.84,62.0,30.9,1.76364
2020-05-31,34.2837,198.33,222.37,144.896,34.15,96.0306,97.7712,98.5651,86.2579,97.8486,97.1466,97.0342,93.4928,95.7633,103.039,99.5216,99.6909,92.7334,92.9516,91.2566,97.5913,98.6477,98.3484,98.7385,97.2327,98.5257,97.4289,179.281,255.868,95.5453,93.0737,89.2402,84.019,96.9976,99.1968,94.3379,25383.1,98.297,0.05,3044.31,9489.87,-113.567,11803.0,188.9,129.2,0.8982,35.57,1921.86,83.0,34.0,1.80905
2020-06-30,37.2575,203.85,248.76,129.255,41.64,96.9301,97.8821,98.9398,90.9196,99.1983,97.6518,98.2848,100.355,98.8101,102.839,99.5421,99.7676,95.3194,93.2474,96.193,98.3038,98.6691,98.8781,98.8952,98.0123,97.5969,98.8827,187.134,256.986,97.6739,97.2322,94.8003,91.2589,97.1934,99.4257,96.1971,25812.9,97.391,0.08,3100.29,10058.8,-28.6682,11893.8,190.2,138.7,0.8901,39.27,1993.15,91.0,48.0,1.69955
2020-07-31,38.1382,221.26,261.48,129.978,43.13,98.3186,98.1836,99.372,95.6223,99.2756,99.1009,97.9056,100.994,99.1599,101.427,99.5705,99.8287,98.5853,96.0613,98.5989,98.2097,98.7319,98.7167,99.1101,98.2197,96.9567,98.73,191.45,258.278,99.3378,98.613,99.2001,94.5733,97.8382,99.7315,97.7507,26428.3,93.349,0.09,3271.12,10745.3,6.41181,12465.0,192.3,140.1,0.8488,40.1,2058.74,95.0,60.0,1.76478
2020-08-31,40.0612,220.44,276.95,171.663,45.22,98.6165,98.5987,99.801,98.8705,99.2912,98.826,98.0089,101.55,99.4773,101.273,99.6019,99.8922,98.728,97.2697,98.2778,98.2879,98.8322,98.8937,99.3661,98.8995,96.5548,98.5941,194.238,259.411,100.963,99.0663,99.0339,96.3136,98.2619,100.093,98.4285,28430.1,92.144,0.1,3500.31,11775.5,-1.29287,13045.6,193.0,146.6,0.8377,42.61,2105.19,93.0,58.0,2.34048
